May 19 2025,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
JasonP,4696,Bin Xu,China,36,N/A,0.87,-29,12,279,165,194,0.85,64.8,71.1,N/A,"{""2015"":0.86,""2017"":0.92}",7,"[""4863/TYLOO"",""6512/GANK""]",0,0,0,0,0,0,0,N/A
jaxi,4726,Costin Vrînceanu,Romania,30,N/A,0.99,159,476,12222,8152,7993,1.02,40.6,73.6,0.93,"{""2013"":0.68,""2015"":0.96,""2016"":1.03,""2017"":1.01,""2018"":0.98,""2019"":0.79,""2021"":0.93,""2024"":0.74}",173,"[""10823/Infinite"",""6652/GameAgents"",""7187/Nexus"",""6810/aimclub"",""4922/neXtPlease!"",""6917/GG1337"",""5082/IGG"",""4921/TeG"",""2303/neXtPlease!"",""3811/allStars"",""10756/JackBoyz"",""11289/suxeN""]",0,0,0,0,0,0,0,N/A
mynio,4829,Wiktor Kruk,Poland,29,N/A,0.91,-2308,1137,30321,19045,21353,0.89,44.5,75.1,0.94,"{""2014"":0.84,""2015"":0.84,""2016"":1,""2017"":0.77,""2018"":0.93,""2019"":0.94,""2020"":1.01,""2021"":0.88,""2022"":0.89,""2023"":0.87,""2024"":0.69}",346,"[""10278/9INE"",""8813/Illuminar"",""11647/Fantastyczna Piatka"",""10426/Wisla Krakow"",""11372/Exalted Industries"",""11216/Dolej Miodu"",""10973/Anonymo"",""8911/adwokacik"",""9797/AVEZ"",""8846/x-kom"",""7000/tomorrow"",""8839/mixtim"",""8645/KOPUNIO"",""6570/DEEZ NUTS"",""8383/ex-Pompa Black"",""7834/Pompa Black"",""6998/iNETKOXTV"",""7253/VenatoreS"",""7341/Golden Children"",""5616/KNR"",""7118/TBD-PL"",""6946/Magistra"",""6755/Little Einsteins"",""5572/OnlineBOTS"",""4532/ESC"",""5803/eliminacja"",""5615/myRevenge"",""5363/haxiere"",""4170/eXilio"",""3834/AiRBASE"",""13263/KOMNATA""]",0,1,0,0,0,0,0,N/A
hiffer,4933,Emil Ervolder,Denmark,34,N/A,0.93,-207,117,3123,2038,2245,0.91,47.6,73.8,0.86,"{""2015"":0.93,""2016"":0.95,""2017"":0.75,""2018"":0.93}",34,"[""8285/Homeless"",""6417/KoN Denmark"",""8491/FSNUS"",""4591/Wizards"",""6946/Magistra"",""4907/Overrated"",""6807/Alpha"",""7189/TEAMYOUCANTBEAT"",""6670/CSGO2x"",""6220/Epiphany Bolt"",""5139/Denmark"",""6078/Sharkgaming"",""3864/lo2bob"",""696/vendicta""]",0,0,0,0,0,0,0,N/A
Xyp9x,4954,Andreas Højsleth,Denmark,27,N/A,1.01,2187,2188,57242,37453,35266,1.06,41.6,74.3,1.04,"{""2012"":1.04,""2013"":1.09,""2014"":1.05,""2015"":0.99,""2016"":1.01,""2017"":1.03,""2018"":1.08,""2019"":1.06,""2020"":1.02,""2021"":0.91,""2022"":0.9}",822,"[""10954/Astralis Talent"",""6665/Astralis"",""12081/You Shall Not Pass"",""6548/?"",""5996/TSM"",""5422/Dignitas"",""5139/Denmark"",""5271/über G33KZ"",""4548/CPH Wolves"",""4623/fnatic"",""4593/CPLAY"",""4334/Wikipediots"",""173/DkH"",""4404/ChillTeam"",""4385/DeStRoYeRs"",""4394/GiFiltaFish"",""4308/KK"",""4193/eSrael.dk"",""4125/Xapso"",""44/Denmark"",""4111/vistinkerpalan"",""4067/zeDanes"",""3944/VHINN-MVGHE"",""1461/savasci""]",4,17,24,119,1,4,0,13
kioShiMa,4959,Fabien Fiey,France,29,N/A,1.01,1286,1493,39227,26240,24954,1.05,51.3,74,0.99,"{""2013"":1.1,""2014"":1.07,""2015"":1.02,""2016"":0.97,""2017"":0.97,""2018"":1.01,""2019"":0.99,""2020"":0.96,""2021"":0.85}",509,"[""11003/DBL PONEY"",""8346/Heretics"",""10923/wonderman"",""5995/G2"",""5752/Cloud9"",""9211/LeftOut"",""4688/Epsilon"",""6298/fish123"",""9396/Business 5"",""4914/3DMAX"",""5991/Envy"",""8422/benchwarmers"",""6667/FaZe"",""5142/France"",""6051/LDLC Blue"",""4674/LDLC"",""4456/Epsilon"",""4948/Clan-Mystik"",""4377/Bz"",""4367/Contenders"",""4174/e2g"",""37/France"",""593/LDLC.com"",""3450/nSydia "",""3478/3DMAX""]",2,11,13,65,2,1,0,19
swag,5021,Braxton Pierce,United States,27,N/A,1.09,1597,576,14852,10787,9190,1.17,49.9,77.3,0.93,"{""2012"":1.12,""2013"":1.11,""2014"":1.12,""2015"":1.13,""2017"":1.15,""2018"":1.1,""2019"":1.02,""2020"":1.12,""2024"":0.91}",242,"[""10625/Swole Identity"",""7726/Swole Patrol"",""9945/Lazarus"",""9215/MIBR"",""9016/MDL All-Star freakazoid"",""9292/MDL All-Star swag"",""9160/FYB"",""5906/Torqued"",""8372/GX"",""5752/Cloud9"",""5670/ownage"",""5231/iBUYPOWER"",""4856/All-Stars NA"",""5005/Complexity"",""4429/Dynamic"",""4747/Netcode Illuminati"",""4286/Maximum Effort"",""3928/Full Gaming"",""12835/Vibe""]",0,4,1,19,1,1,0,18
kiko,5023,Francis Lao,United States,N/A,N/A,0.88,-280,107,2729,1656,1936,0.86,37.5,75.7,0.93,"{""2012"":0.7,""2013"":0.76,""2015"":0.85,""2017"":0.99}",24,"[""7955/xoxo"",""7841/Monstars"",""7599/SoCal Stars"",""7589/Strictly Business"",""5906/Torqued"",""6261/3sUP"",""5006/MonoManiac"",""4643/Denial"",""4856/All-Stars NA"",""4429/Dynamic"",""2769/UMX.us"",""3929/eMazing Flaking""]",0,0,0,0,0,0,0,N/A
sobo,5025,Christian Soboleske,United States,N/A,N/A,0.83,-65,16,388,233,298,0.78,50.6,65.5,N/A,"{""2013"":0.84,""2014"":0.83,""2015"":0.75,""2016"":0.89}",1,"[""5922/DISMAY"",""6425/Tectonic"",""4645/mouseSpaz"",""5005/Complexity"",""4643/Denial"",""2769/UMX.us"",""3929/eMazing Flaking""]",0,0,0,0,0,0,0,N/A
Skurk,5042,Bjoern Maaren,Norway,30,N/A,0.95,-175,242,6340,4116,4291,0.96,49.4,75,0.95,"{""2013"":0.89,""2014"":0.93,""2015"":0.98,""2016"":1,""2017"":0.79}",85,"[""6902/GODSENT"",""5976/chosen"",""7697/Teamteam"",""7027/mixbanan"",""7243/.Norway"",""5108/Norway"",""5214/PANTERS"",""4606/BX3"",""5569/London Conspiracy"",""5962/LGB"",""4904/H2k"",""4992/Zoctai"",""4826/plan-B"",""3935/Cleanup Crew""]",0,1,0,0,0,0,0,N/A
PONKUS,5044,Pontus Wahlqvist,Sweden,28,N/A,0.88,-116,38,989,616,732,0.84,46.1,75.5,N/A,"{""2014"":0.7,""2016"":0.64,""2017"":0.94,""2018"":1.03}",9,"[""9096/hellslayerz"",""6418/KoN Sweden"",""7908/PopcornPlokker$"",""6369/Dead Pixels"",""7934/Pansarvagn"",""7907/Skillnaden"",""7160/e4e"",""6694/Sine Metu"",""5746/naMNam"",""4477/Publiclir.se"",""5498/Karnage"",""3836/AEQ""]",0,0,0,0,0,0,0,N/A
zende,5045,Erik Sundeqvist,Sweden,28,N/A,0.98,-1,397,10444,7064,7065,1,47.7,74.1,0.83,"{""2012"":1.02,""2013"":0.86,""2014"":0.91,""2015"":0.96,""2016"":1,""2017"":1.06}",142,"[""7692/zzz"",""6724/Preparation"",""7586/VeritasAequitas"",""6407/DenDD"",""7039/ArchAngels"",""6670/CSGO2x"",""6945/Metapods"",""6287/Torpedo"",""4894/AliGon"",""6624/Blojexpressen"",""5451/dope"",""4477/Publiclir.se"",""4548/CPH Wolves"",""5319/Property"",""6168/1337"",""6162/VingeN"",""5988/FlipSid3"",""5245/TC"",""4763/hatersg0nnahate"",""4688/Epsilon"",""4607/Western Wolves"",""4542/SY&b"",""3836/AEQ""]",0,1,0,5,0,0,0,N/A
PERCY,5061,Martin Wessel,Denmark,29,N/A,0.98,-353,1044,27719,18642,18995,0.98,58.5,73.7,0.96,"{""2014"":1.23,""2015"":1.06,""2016"":1.06,""2017"":0.94,""2018"":0.98,""2019"":0.92,""2020"":0.9,""2021"":0.93,""2022"":0.86}",282,"[""11134/CEPTER"",""8465/LPSP"",""11456/Linx Legacy"",""8704/AGF"",""7461/Copenhagen Flames"",""10488/Secret"",""9912/Yoink"",""10076/Maknitude"",""9982/Vulkanbet"",""8716/GoldenGitte"",""7669/Squared"",""9864/POGGERS"",""4602/Tricked"",""8637/Sprout"",""8543/MANS NOT HOT"",""8420/meNikmati"",""4763/hatersg0nnahate"",""4907/Overrated"",""7998/Gux & Friends"",""7919/ajukreizi"",""7639/eFuture"",""4666/duttdutt"",""6978/Singularity"",""7361/NiceShot"",""5455/NewStyle"",""4548/CPH Wolves"",""4742/Nostalgie"",""5737/unu.AiN"",""6137/SK"",""6467/CSGOBESTPOT.com"",""6466/ex-Reason"",""5208/Reason"",""6384/MaxAndRelax"",""6382/Sententia Mortis"",""6091/XENEX"",""5139/Denmark"",""4593/CPLAY"",""6079/FONA"",""5579/volgare"",""5250/FLÆKKETID"",""1460/dakarma"",""4308/KK"",""4187/DiZLiKEZ"",""4127/aceBy"",""3943/NBD""]",0,0,0,0,0,0,0,N/A
fbm,5183,Felipe Mengue,Brazil,N/A,N/A,1.02,59,58,1525,1048,989,1.06,54.3,76.5,N/A,"{""2014"":1.34,""2015"":1.01,""2016"":1.04,""2017"":0.63}",21,"[""7852/EN9MY"",""4773/paiN"",""6620/AlienTech"",""6033/Keyd"",""4580/ProGaming.TD"",""2261/semXorah"",""2518/CNB""]",0,0,0,0,0,0,0,N/A
luq,5184,Lucas Guedes Cavalcanti,Brazil,33,0.81,N/A,-111,22,566,274,385,0.71,46,54.2,N/A,"{""2018"":0.79,""2021"":0.58}",11,"[""6619/INTZ"",""9226/Rão"",""2261/semXorah"",""3112/Appon "",""2256/Lost in Tag""]",0,0,0,0,0,0,0,N/A
DomiNate,5185,Daniel Garcia,Sweden,32,N/A,0.94,-238,187,4922,3243,3481,0.93,50.7,72,0.84,"{""2015"":0.96,""2016"":0.92}",68,"[""6407/DenDD"",""7328/FPL"",""7039/ArchAngels"",""6670/CSGO2x"",""4477/Publiclir.se"",""6625/RUZKI"",""5572/OnlineBOTS"",""6570/DEEZ NUTS"",""6300/TSK"",""6185/Exertus"",""3581/ColdGame"",""3922/hatersG0nnahate""]",0,0,0,0,0,0,0,N/A
captainMo,5187,Ke Liu,China,35,N/A,1.02,440,886,22585,15942,15502,1.03,40.9,73.5,0.86,"{""2013"":0.89,""2014"":1.31,""2015"":1.19,""2016"":1.14,""2017"":1.02,""2018"":0.9,""2019"":0.97,""2020"":0.96,""2021"":0.93,""2022"":0.78,""2023"":0.83,""2024"":0.9}",263,"[""11273/Steel Helmet"",""10860/TSG"",""10022/OneThree"",""7606/ViCi"",""4863/TYLOO"",""8991/CAS Lore"",""6303/China"",""2063/TyLoo""]",0,1,0,19,0,0,0,N/A
keeN,5202,Adlet Nyrseytov,Kazakhstan,33,N/A,0.89,-308,146,3753,2298,2606,0.88,47.5,66.9,0.86,"{""2013"":0.9,""2014"":0.8,""2015"":0.95,""2016"":0.89,""2017"":0.85}",54,"[""6215/LOG"",""7244/K23"",""7145/Tengri"",""5115/Kazakhstan"",""6470/PARTY"",""6020/xGame.KZ"",""5218/ACES"",""4800/ELTZ"",""200/k23"",""4102/NEXT""]",0,0,0,0,0,0,0,N/A
TENZKI,5287,Jesper Plougmann,Denmark,29,N/A,1.02,1333,1504,39564,27151,25818,1.05,53,76.8,0.96,"{""2012"":1.14,""2013"":0.97,""2014"":1,""2015"":1.02,""2016"":0.98,""2017"":1.08,""2018"":1,""2019"":1.08,""2020"":1.01,""2021"":0.99,""2022"":0.93}",500,"[""5572/OnlineBOTS"",""11841/yodagus"",""11401/Savage"",""11281/South"",""8769/Nordavind"",""4468/x6tence"",""7157/Rogue"",""4501/ALTERNATE aTTaX"",""6118/Tempo Storm"",""7701/Imperial"",""8543/MANS NOT HOT"",""8803/DeStRoYeRs"",""8030/Not Academy"",""5395/PENTA"",""5422/Dignitas"",""7607/ex-DarkPassage"",""6667/FaZe"",""7058/Unity"",""6137/SK"",""5208/Reason"",""5139/Denmark"",""4548/CPH Wolves"",""5246/ESC"",""5758/myXMG"",""5737/unu.AiN"",""4887/Vikings"",""4860/ZET"",""4552/EYES ON U"",""4485/ImmuNe "",""4385/DeStRoYeRs"",""4394/GiFiltaFish"",""4372/nemt"",""4128/iF""]",0,3,1,20,0,0,0,N/A
miNd,5288,Bjarke Benjaminsen,Denmark,27,0.97,N/A,-149,60,1625,1035,1184,0.87,50.6,73.2,N/A,"{""2017"":1,""2018"":0.85,""2019"":0.97,""2020"":0.84}",15,"[""10502/kinetic"",""6417/KoN Denmark"",""4688/Epsilon"",""9605/pSlayers"",""8971/Great Danes"",""8804/etopkald"",""7875/struggletony"",""8287/Faceit Grind"",""4129/Hogwarts""]",0,0,0,0,0,0,0,N/A
nkl,5327,Nikolay Krastev,Bulgaria,29,N/A,0.9,-1046,642,16554,9990,11036,0.91,42.9,68.3,0.88,"{""2013"":0.81,""2014"":0.89,""2015"":0.91,""2016"":0.89,""2017"":0.86}",182,"[""6959/MK"",""6762/Bpro"",""7328/FPL"",""7213/Friends"",""4982/XPC"",""5116/Bulgaria"",""6133/Orbit"",""6226/E-frag.net"",""5817/GPlay"",""4690/HEADSHOTBG"",""3218/DooM"",""4141/E-Frag.bg""]",0,0,0,5,0,0,0,N/A
psycho,5328,Teodor Dimov,Bulgaria,31,N/A,0.92,-474,290,7571,4894,5368,0.91,46.7,68.8,0.84,"{""2015"":1.06,""2016"":0.95,""2017"":0.9,""2020"":0.7}",102,"[""10566/Skin Ogres"",""8582/Without Warning"",""7982/Bojestvata"",""6762/Bpro"",""6959/MK"",""5116/Bulgaria"",""4922/neXtPlease!"",""6323/GREAT ONE-LINERS"",""4690/HEADSHOTBG"",""4141/E-Frag.bg""]",0,0,0,0,0,0,0,N/A
aVN,5351,Filip Belojica,Serbia,28,N/A,0.91,-2019,1524,37684,23274,25293,0.92,53.1,67.6,0.81,"{""2014"":0.62,""2016"":1.11,""2017"":0.94,""2018"":0.9,""2019"":0.95,""2020"":0.91,""2021"":0.9,""2022"":0.93,""2023"":0.92,""2024"":0.89}",468,"[""11523/Zero Tenacity"",""11813/ex-4glory"",""10933/4glory"",""11001/ONYX"",""11087/FULL SHOCK"",""10934/Saints"",""7711/lvlUP"",""10509/Juggernauts"",""10453/ex-BLUEJAYS"",""5347/BLUEJAYS"",""7234/Endpoint"",""9679/Akopalipsa"",""9611/Zagreb360"",""7669/Squared"",""5590/proWince"",""7497/RESISTANCE"",""6793/CS-GO.rs"",""5382/KOH"",""4149/KOH""]",0,0,0,0,0,0,0,N/A
khobra,5368,Mattias Heidnert,Sweden,32,N/A,1.02,94,171,4476,3176,3082,1.03,42.8,75.4,0.89,"{""2014"":0.94,""2015"":1.02,""2016"":1.01,""2017"":1.03,""2018"":1.18,""2021"":0.87,""2022"":0.97,""2024"":0.69}",45,"[""4413/Lemondogs"",""4894/AliGon"",""6418/KoN Sweden"",""8811/TinderklubeN"",""7168/Crowns"",""7876/roki"",""7663/Manatee"",""7378/dreamchasers"",""6865/Escape"",""6982/PLAYZONE"",""6407/DenDD"",""6960/SlashCry"",""6706/QuackPack"",""6842/Plantronics"",""5745/Games4u"",""4166/AliGon"",""4197/internetlaget"",""4165/YoungMoneyCrew ""]",0,0,0,0,0,0,0,N/A
xelos,5373,Jerry Råberg,Sweden,31,N/A,0.99,-12,442,11653,8015,8027,1,48.3,76.7,0.99,"{""2013"":0.98,""2014"":1.02,""2015"":1.08,""2016"":0.99,""2017"":0.95,""2018"":1.39,""2020"":0.9,""2021"":0.94,""2022"":0.88,""2023"":1.01,""2024"":0.86}",154,"[""4413/Lemondogs"",""4894/AliGon"",""7168/Crowns"",""4804/AWTR"",""7378/dreamchasers"",""5133/Sweden"",""6865/Escape"",""4688/Epsilon"",""6842/Plantronics"",""6706/QuackPack"",""6384/MaxAndRelax"",""5999/ISKOLD"",""5745/Games4u"",""5319/Property"",""4477/Publiclir.se"",""6137/SK"",""4761/WRTT"",""3922/hatersG0nnahate"",""4166/AliGon"",""4197/internetlaget"",""12664/2 Dollar Spaghetti""]",0,1,0,8,0,0,0,N/A
Luz,5385,Maciek Bugaj,Poland,29,N/A,0.92,-994,660,17302,10895,11889,0.92,48.1,72.4,0.91,"{""2015"":0.85,""2016"":0.9,""2017"":0.95,""2018"":0.93,""2019"":0.86,""2020"":0.83,""2021"":0.88,""2022"":0.83}",197,"[""11387/UNGENTIUM"",""7681/Izako Boars"",""10983/StylDunow"",""10162/Tenerife Titans"",""8572/Codewise Unicorns"",""9612/MIKSTURA"",""9512/Lose"",""9495/FAM"",""9448/ex-PRIDE"",""6896/PRIDE"",""8209/Pompa"",""8779/PRIDE Academy"",""7253/VenatoreS"",""5616/KNR"",""7118/TBD-PL"",""6670/CSGO2x"",""6614/ezkatka"",""6221/ATB"",""3011/BoomSlave""]",0,0,0,0,0,0,0,N/A
byali,5386,Paweł Bieliński,Poland,29,N/A,1.01,1239,2067,54467,37959,36720,1.03,51.9,76.3,1.02,"{""2012"":0.81,""2013"":1.05,""2014"":1.07,""2015"":1.03,""2016"":1.01,""2017"":1.01,""2018"":0.99,""2019"":0.89,""2020"":0.99,""2021"":0.99,""2022"":0.99,""2023"":0.98,""2024"":0.64}",617,"[""8813/Illuminar"",""12117/Let us cook"",""12100/dobrywieczor"",""11387/UNGENTIUM"",""11938/pashaBiceps' Team"",""11493/MONKE"",""11511/AzerbejdzanPL"",""7681/Izako Boars"",""10973/Anonymo"",""10983/StylDunow"",""10902/Poland"",""9797/AVEZ"",""10426/Wisla Krakow"",""10549/ex-Virtus.pro"",""10442/internazionale"",""8911/adwokacik"",""5378/Virtus.pro"",""9612/MIKSTURA"",""9512/Lose"",""5137/Poland"",""6221/ATB"",""5935/Availer's Stars"",""5587/GO4Croatia"",""5274/AGAiN"",""4533/UniversalSoldiers"",""4532/ESC"",""5055/Wiadro-Gaming"",""4770/GF-Gaming"",""4540/Clan Poland"",""8248/PACT"",""3011/BoomSlave"",""8209/Pompa"",""10905/PGE Turow""]",1,13,12,75,0,1,0,13
rallen,5388,Karol Rodowicz,Poland,30,N/A,1.05,3358,2070,54970,39496,36138,1.09,43.9,81.9,1.05,"{""2014"":1.11,""2015"":1.05,""2016"":1.04,""2017"":1.02,""2018"":1.07,""2019"":1.07,""2020"":1.05,""2021"":1.06,""2022"":1.08,""2023"":1.03,""2024"":0.93}",702,"[""11164/Into the Breach"",""12120/Orgless Heroes"",""12100/dobrywieczor"",""11811/Monte"",""11985/ex-TITANS"",""11825/TITANS"",""11936/Maikelele's Team"",""9928/GamerLegion"",""8068/AGO"",""11386/0to100"",""10276/Finest"",""8362/MAD Lions"",""10973/Anonymo"",""10902/Poland"",""8813/Illuminar"",""10488/Secret"",""10606/c0ntact"",""10494/ARCY"",""10020/Aristocracy"",""9862/devils.one"",""6134/Kinguin"",""5137/Poland"",""6686/AGG"",""6763/noKappa"",""6375/Vexed"",""6614/ezkatka"",""6245/eBettle"",""5613/INSHOCK"",""4532/ESC"",""5995/G2"",""4534/ALSEN"",""5363/haxiere"",""4170/eXilio"",""12493/TaZ's Team"",""13184/WildLotus"",""13155/Little Red Door""]",0,4,0,13,0,0,0,N/A
darti,5391,Joachim Fornstedt,Sweden,30,N/A,1.01,160,305,7931,5594,5434,1.03,44.7,78.4,0.91,"{""2013"":1.12,""2015"":1.03,""2016"":1.01,""2017"":1.01,""2018"":0.82}",108,"[""9195/IvrigaFingrar"",""8721/Enyoy"",""6978/Singularity"",""7168/Crowns"",""4804/AWTR"",""7692/zzz"",""6724/Preparation"",""7039/ArchAngels"",""6407/DenDD"",""6945/Metapods"",""6287/Torpedo"",""6029/UNLEASHED"",""4971/embrace"",""4413/Lemondogs"",""595/embrace""]",0,0,0,0,0,0,0,N/A
slap,5393,Fredrik Junbrant,Sweden,30,N/A,0.97,-164,286,7221,4932,5096,0.97,50.9,72.9,0.94,"{""2014"":0.9,""2015"":1.04,""2016"":0.98,""2017"":0.91,""2018"":0.34,""2021"":0.62,""2022"":0.58}",63,"[""11737/EYEBALLERS"",""10960/Young Ninjas"",""5793/FiMAGi"",""6978/Singularity"",""7124/passions"",""8279/hASSeLsNOk"",""7613/Red Reserve"",""8032/Prophecy"",""7987/lllllll"",""7823/fightclub"",""7896/unLucky"",""5399/GreyFace"",""5679/ESG!"",""7897/ex-Manatee"",""5976/chosen"",""4688/Epsilon"",""6407/DenDD"",""7534/qwerty"",""6199/Wyvern"",""7412/newlyweds"",""5133/Sweden"",""7027/mixbanan"",""6871/Secret fe"",""6865/Escape"",""6405/Orgless"",""5745/Games4u"",""5214/PANTERS"",""6467/CSGOBESTPOT.com"",""5569/London Conspiracy"",""4894/AliGon"",""6384/MaxAndRelax"",""4991/fnatic"",""6031/Acer"",""4666/duttdutt"",""5746/naMNam"",""4048/knutbusterz ""]",0,0,0,0,0,0,0,N/A
flashie,5440,Viktor Tamás Bea,Hungary,27,N/A,0.95,-518,594,15719,10179,10697,0.95,41.9,72.3,0.89,"{""2013"":1.09,""2014"":1.05,""2015"":0.95,""2016"":0.91,""2017"":0.99,""2018"":0.91,""2019"":0.99,""2020"":0.86,""2022"":0.96}",216,"[""11001/ONYX"",""9802/Budapest Five"",""9939/Salamander"",""9923/1998"",""6495/Revolte"",""6652/GameAgents"",""8823/Wind and Rain"",""8811/TinderklubeN"",""6737/Pixel"",""8816/Budapest Blaze"",""4982/XPC"",""8481/Valiance"",""5579/volgare"",""6758/Team123"",""7073/fruits"",""7666/Defusekids"",""7673/Sensei"",""7876/roki"",""4803/iNation"",""5058/Hungary"",""6865/Escape"",""6405/Orgless"",""6675/PixelFire"",""6460/CSGO.one"",""6410/nEophyte"",""6133/Orbit"",""6222/k1ck"",""6059/Rock"",""6046/TRICKED"",""5877/DEMGUNZ"",""5040/THiS iS"",""4364/WiLD"",""3418/mihu""]",0,0,0,0,0,0,0,N/A
KAB0M,5455,Gustav Runemalm,Sweden,30,N/A,1.04,320,235,6154,4399,4079,1.08,45.2,83,0.89,"{""2013"":0.99,""2014"":1.2,""2015"":0.99,""2016"":1.09,""2017"":0.96,""2018"":0.89}",77,"[""4894/AliGon"",""8396/123ost"",""6407/DenDD"",""6865/Escape"",""6706/QuackPack"",""6842/Plantronics"",""4413/Lemondogs"",""5399/GreyFace"",""5319/Property"",""5595/nerdRage"",""6168/1337"",""5451/dope"",""5368/oBG"",""5280/zX9"",""5245/TC"",""4761/WRTT"",""3922/hatersG0nnahate"",""4166/AliGon"",""4211/bellum""]",0,0,0,0,0,0,0,N/A
moonsh1n3,5469,Mikhail Popkov,Finland,28,N/A,0.96,-94,147,3883,2587,2681,0.96,45.6,74.7,1.15,"{""2015"":0.84,""2016"":1.11,""2017"":0.84,""2018"":0.96,""2019"":0.93,""2020"":0.98}",50,"[""10878/C1Smix"",""7427/eL'quvet"",""7610/NOTBAD"",""9820/repskops"",""9193/PLINK"",""8723/HEY"",""7787/NOVA"",""8043/Sherifi"",""8339/Dream"",""7900/Spirit Academy"",""7544/OVERDRIVE"",""7367/Quantum Bellator Fire"",""7193/Shadows"",""7017/Space Jam"",""4800/ELTZ"",""6201/Team8"",""4365/NOT BAD"",""3788/Islanders eSports""]",0,0,0,0,0,0,0,N/A
suNny,5479,Miikka Kemppi,Finland,28,N/A,1.05,1610,1390,36687,26936,25326,1.06,47.5,80.5,1.07,"{""2013"":1.05,""2014"":1.18,""2015"":1.09,""2016"":1.06,""2017"":1.1,""2018"":1.06,""2019"":1,""2020"":0.91,""2021"":1.01,""2022"":1.02}",364,"[""7674/Ambush"",""12104/Believe"",""11811/Monte"",""11985/ex-TITANS"",""11825/TITANS"",""11562/Tokyo Revengers"",""11102/GORILLAZ"",""10671/FunPlus Phoenix"",""4869/ENCE"",""4494/MOUZ"",""5395/PENTA"",""7865/HAVU"",""5032/ajuri"",""5824/RatsOfTheYear"",""5136/Finland"",""6344/MIXCAT"",""4475/ROCCAT"",""4695/TMVG"",""6384/MaxAndRelax"",""5595/nerdRage"",""5727/ENCORE"",""4576/Menace"",""4680/Recursive"",""5633/suNny's team"",""5572/OnlineBOTS"",""4989/4w"",""4998/Team suNny"",""4993/ONLINERzz"",""4934/Cursive"",""4219/ajuri"",""4420/Green"",""4421/White"",""4105/TMVG""]",0,3,4,35,0,1,0,16
jOELZ,5480,Joel Aalto,Finland,28,N/A,1.12,720,247,6433,4961,4241,1.17,38.8,83.2,1.09,"{""2013"":1.25,""2014"":1.1,""2015"":1.09,""2016"":1.1,""2017"":1.24,""2018"":1.28,""2019"":1.19,""2020"":0.91}",113,"[""10739/mens"",""10593/Demolition Crew"",""9802/Budapest Five"",""9613/cats"",""8543/MANS NOT HOT"",""8020/Vexed"",""7497/RESISTANCE"",""7586/VeritasAequitas"",""6570/DEEZ NUTS"",""7896/unLucky"",""5136/Finland"",""7028/LGR"",""4869/ENCE"",""7023/CSatse"",""6832/Iwku"",""6652/GameAgents"",""6344/MIXCAT"",""6467/CSGOBESTPOT.com"",""6384/MaxAndRelax"",""5579/volgare"",""6442/WildSource"",""5595/nerdRage"",""4475/ROCCAT"",""6029/UNLEASHED"",""5789/3DMAX"",""4695/TMVG"",""5727/ENCORE"",""5572/OnlineBOTS"",""4902/myDGB.net"",""4612/Hawks"",""4651/Eternity Gaming"",""4219/ajuri"",""1604/artoCS""]",0,0,0,0,0,0,0,N/A
zape,5483,Eddie Härdeman,Sweden,29,N/A,0.98,-91,93,2307,1633,1724,0.95,45.3,77.7,0.79,"{""2012"":0.75,""2013"":0.78,""2014"":0.95,""2015"":0.87,""2016"":1.13,""2017"":0.93,""2018"":0.71}",33,"[""6220/Epiphany Bolt"",""7168/Crowns"",""6418/KoN Sweden"",""7062/Kalashnikov 47"",""4680/Recursive"",""6201/Team8"",""5745/Games4u"",""5988/FlipSid3"",""5030/highgrade"",""4673/newschool"",""4489/Lions"",""4215/OVOXO""]",0,0,0,0,0,0,0,N/A
SoMe1,5500,Jonathan Tölli,Sweden,31,N/A,0.99,-2,28,746,521,523,1,43.8,78.9,N/A,"{""2015"":0.61,""2016"":0.97,""2017"":1.02,""2018"":1.28}",9,"[""6418/KoN Sweden"",""6782/demonlaget"",""8083/tjaswelolxd"",""5347/BLUEJAYS"",""6407/DenDD"",""4894/AliGon"",""4210/ComHem""]",0,0,0,0,0,0,0,N/A
Jaukku,5567,Janus Pitkänen,Finland,N/A,N/A,0.99,0,3,64,46,46,1,54.3,N/A,N/A,"{""2014"":0.99}",2,"[""4682/RCTIC"",""1766/team-dismal""]",0,0,0,0,0,0,0,N/A
brain,5615,Stepan Sivoronov,Russia,32,N/A,0.82,-268,65,1653,930,1198,0.78,46.5,70.4,N/A,"{""2014"":0.79,""2015"":0.82,""2016"":0.77,""2017"":0.77,""2018"":0.91,""2024"":0.58}",20,"[""11861/Aurora"",""5338/TEAMSWAGYOLO"",""7427/eL'quvet"",""7524/BOOYAKA"",""7426/Reawakened"",""6444/HS.GG"",""5872/Moscow Five"",""5641/es4x"",""5640/UNNAMED"",""5218/ACES""]",0,0,0,0,0,0,0,N/A
Solaar,5662,Aset Sembiyev,Kazakhstan,36,0.68,N/A,-67,7,213,70,137,0.51,31.4,38.2,N/A,"{""2016"":0.54,""2020"":0.71,""2021"":0.69,""2022"":0.55}",1,"[""7244/K23"",""8772/Syman"",""7182/zARLANS"",""200/k23""]",0,0,0,0,0,0,0,N/A
